name,lat,lon,country,score_growth_rate,score_saturation,score_competition,industry,overall_score
"hearing lab technology, llc voluntary benefit plan",32.74,-96.99,united states,,1.409205104,10,medical devices,5.704602552
salud ocupacional de los andes,4.64,-74.06,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
axim,-26.2,28.04,south africa,,4.50425314,0.1125468945,medical devices,2.308400017
clinica smile chile,-33.04,-71.44,chile,,4.027964811,0.2209253856,medical devices,2.124445098
life elements pvt. ltd.,33.6,73.06,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
chattanooga academy,51.23,-0.57,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
dentalis latam,-0.21,-78.5,ecuador,,5.886653693,0.07919966653,medical devices,2.98292668
líneas hospitalarias lh s.a.s,7.13,-73.13,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
pro medical istanbul,40.58,27.55,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
filtrolife - a division of progress luv2pak,43.7,-79.41,canada,,2.931045997,0.4918716132,medical devices,1.711458805
biotec produtos hospitalares,-23.32,-46.55,brazil,,4.538669294,1.033764068,medical devices,2.786216681
fresenius medical care canada,43.87,-79.43,canada,,2.931045997,0.4918716132,medical devices,1.711458805
sr saldanha rodrigues ltda.,-3.1,-60.02,brazil,,4.538669294,1.033764068,medical devices,2.786216681
"invuity, inc.",37.77,-122.41,united states,,1.409205104,10,medical devices,5.704602552
zephyro s.p.a.,45.46,9.19,italy,,3.351028959,0.7669862443,medical devices,2.059007602
sensa core medical instrumentation pvt. ltd.,17.38,78.45,india,,5.617063078,1.092121717,medical devices,3.354592398
"ehob, inc",39.76,-86.15,united states,,1.409205104,10,medical devices,5.704602552
gerl. dental,50.88,6.98,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"aquilant, a division of udg healthcare plc",51.26,-1.08,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
phillips precision medicraft,40.9,-74.12,united states,,1.409205104,10,medical devices,5.704602552
health authority,33.77,-84.29,united states,,1.409205104,10,medical devices,5.704602552
siemens healthcare diagnostics s.r.l,45.46,9.19,italy,,3.351028959,0.7669862443,medical devices,2.059007602
zeiss vision care france,48.35,-1.19,france,,2.92504587,0.5627344727,medical devices,1.743890172
"robert busse & co., inc.",40.82,-73.2,united states,,1.409205104,10,medical devices,5.704602552
neofect,37.77,-122.41,united states,,1.409205104,10,medical devices,5.704602552
vapotherm,42.98,-70.94,united states,,1.409205104,10,medical devices,5.704602552
carnes erdella sl,43.26,-2.79,spain,,3.317899351,0.6252605252,medical devices,1.971579938
schiller india,19.07,72.88,india,,5.617063078,1.092121717,medical devices,3.354592398
"chc solutions, inc.",40.44,-79.99,united states,,1.409205104,10,medical devices,5.704602552
innokas medical,64.89,25.57,finland,,3.406918135,0.04585243852,medical devices,1.726385287
so.farma.morra s.p.a.,45.49,9.29,italy,,3.351028959,0.7669862443,medical devices,2.059007602
"beijing biosis healing biological technology co.,ltd",39.9,116.39,china,,7.677079716,2.530220925,medical devices,5.103650321
prometheusbio inc.,30.29,120.16,china,,7.677079716,2.530220925,medical devices,5.103650321
"applied medical technology, inc. (amt)",41.31,-81.62,united states,,1.409205104,10,medical devices,5.704602552
oak dental laboratory,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
180 medical,35.46,-97.51,united states,,1.409205104,10,medical devices,5.704602552
xenios ag,49.13,9.22,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"kio medical technology co., ltd",23.01,113.74,china,,7.677079716,2.530220925,medical devices,5.103650321
circassia uk,51.75,-1.25,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
"shanghai minhua medical apparatus supplies co.,ltd.",31.04,121.39,china,,7.677079716,2.530220925,medical devices,5.103650321
avania,52.13,5.19,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
transpring enterprise ltd.,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
chil medical devices,38.48,26.96,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
"s.s. white burs, inc",40.09,-74.21,united states,,1.409205104,10,medical devices,5.704602552
sisk healthcare,53.33,-6.24,ireland,,0,0.1375573155,medical devices,0.06877865777
servicios medicos dial s.a,-33.45,-70.64,chile,,4.027964811,0.2209253856,medical devices,2.124445098
liferesponse,41.78,-88.14,united states,,1.409205104,10,medical devices,5.704602552
medsource ozone biomedicals pvt. ltd.,28.41,77.31,india,,5.617063078,1.092121717,medical devices,3.354592398
"cutera, inc.",37.68,-122.39,united states,,1.409205104,10,medical devices,5.704602552
medscribe,26.14,-81.79,united states,,1.409205104,10,medical devices,5.704602552
chamunda pharma machinery pvt.ltd (well known as clit),23.02,72.58,india,,5.617063078,1.092121717,medical devices,3.354592398
arrowfast medical device engineering,47.48,8.2,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
"bc technical, inc.",40.6,-111.93,united states,,1.409205104,10,medical devices,5.704602552
iom services,30.47,-90.1,united states,,1.409205104,10,medical devices,5.704602552
lumenous device technologies inc.,37.35,-121.95,united states,,1.409205104,10,medical devices,5.704602552
dornier medtech,1.29,103.85,singapore,,1.808076323,0.1792413506,medical devices,0.9936588366
"medical components, inc.",40.27,-75.38,united states,,1.409205104,10,medical devices,5.704602552
assure enterprises,28.6,77.2,india,,5.617063078,1.092121717,medical devices,3.354592398
pikdare s.p.a. – italia,45.75,9.07,italy,,3.351028959,0.7669862443,medical devices,2.059007602
hearing aid co,26.15,-97.82,united states,,1.409205104,10,medical devices,5.704602552
clínica monteluz,-12.04,-77.02,peru,,5.610056712,0.1458941226,medical devices,2.877975417
princeton orthopaedic assoc,40.34,-74.65,united states,,1.409205104,10,medical devices,5.704602552
memmert gmbh + co kg,49.32,11.02,germany,,2.830650556,0.9170487703,medical devices,1.873849663
epocal inc.,45.41,-75.7,canada,,2.931045997,0.4918716132,medical devices,1.711458805
thuasne usa,35.37,-119.01,united states,,1.409205104,10,medical devices,5.704602552
"shenzhen vision medtech co., ltd",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
"wuhan bbt mini-invasive medical tech co., ltd.",30.58,114.27,china,,7.677079716,2.530220925,medical devices,5.103650321
enzysurge,37.55,-77.46,united states,,1.409205104,10,medical devices,5.704602552
unfors raysafe,57.56,11.93,sweden,,2.304630783,0.1375573155,medical devices,1.221094049
sol-millennium brasil importacao e exportacao,-21.17,-47.81,brazil,,4.538669294,1.033764068,medical devices,2.786216681
straumann tr,39.9,32.79,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
"hangzhou singclean medical products co., ltd.- hyaluronic acid, dermal filler",30.29,120.16,china,,7.677079716,2.530220925,medical devices,5.103650321
"trivascular, inc",38.44,-122.71,united states,,1.409205104,10,medical devices,5.704602552
flexsole inc.,32.49,74.53,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
nugen diagnostics,28.07,-82.76,united states,,1.409205104,10,medical devices,5.704602552
kansuk laboratuarı san. ve. tic. a.ş.,41.01,28.94,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
braslab optical,-23.47,-46.66,brazil,,4.538669294,1.033764068,medical devices,2.786216681
"biolase, inc.",33.68,-117.66,united states,,1.409205104,10,medical devices,5.704602552
"sakura finetek usa, inc.",33.83,-118.34,united states,,1.409205104,10,medical devices,5.704602552
honyatt vision,31.64,118.71,china,,7.677079716,2.530220925,medical devices,5.103650321
bausch + lomb chirurgie france,43.61,3.87,france,,2.92504587,0.5627344727,medical devices,1.743890172
"vesta, a lubrizol company",42.88,-88.03,united states,,1.409205104,10,medical devices,5.704602552
dime clinica neurocardiovascular,3.43,-76.52,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
plandent a/s,55.62,12.38,denmark,,1.476096221,0.1125468945,medical devices,0.7943215576
nativo genetics,4.64,-74.06,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
conceptus,37.42,-121.9,united states,,1.409205104,10,medical devices,5.704602552
indo internacional s.a,41.47,2.08,spain,,3.317899351,0.6252605252,medical devices,1.971579938
restore robotics,34.05,-84.07,united states,,1.409205104,10,medical devices,5.704602552
pt transmedic indonesia,-6.18,106.82,indonesia,,7.45174443,0.05418924552,medical devices,3.752966838
pari gmbh,48,11.35,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"bit group usa, inc.",50.15,8.53,germany,,2.830650556,0.9170487703,medical devices,1.873849663
bolton medical,26.13,-80.11,united states,,1.409205104,10,medical devices,5.704602552
"henan mecare trading co., ltd",34.75,113.64,china,,7.677079716,2.530220925,medical devices,5.103650321
rms surgical,45.19,-93.38,united states,,1.409205104,10,medical devices,5.704602552
artas robotic hair restoration - texas,32.78,-96.8,united states,,1.409205104,10,medical devices,5.704602552
dentiline-spain,41.47,2.08,spain,,3.317899351,0.6252605252,medical devices,1.971579938
topcon medical systems,41.01,-74.26,united states,,1.409205104,10,medical devices,5.704602552
seaspine inc,33.15,-117.34,united states,,1.409205104,10,medical devices,5.704602552
vsd medical,31.22,121.45,china,,7.677079716,2.530220925,medical devices,5.103650321
"precision polymer products, inc.",40.24,-75.65,united states,,1.409205104,10,medical devices,5.704602552
memry corporation,41.37,-73.41,united states,,1.409205104,10,medical devices,5.704602552
dansac a/s,55.97,12.4,denmark,,1.476096221,0.1125468945,medical devices,0.7943215576
bego bremer goldschlägerei wilh. herbst gmbh & co. kg,53.08,8.8,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"shenzhen biocare bio-medical equipment co., ltd",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
the norville group ltd,51.83,-2.16,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
chesa dental care services,12.98,77.58,india,,5.617063078,1.092121717,medical devices,3.354592398
speedy way surgical,55.66,-4.06,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
putnam plastics,41.84,-71.88,united states,,1.409205104,10,medical devices,5.704602552
"pusm medical device co., ltd",41.79,123.43,china,,7.677079716,2.530220925,medical devices,5.103650321
vivachek,39.74,-75.54,united states,,1.409205104,10,medical devices,5.704602552
clínica del maule,-35.42,-71.65,chile,,4.027964811,0.2209253856,medical devices,2.124445098
mexc life (a division of versa group pte. ltd.),1.29,103.85,singapore,,1.808076323,0.1792413506,medical devices,0.9936588366
pulmonx corporation,37.48,-122.23,united states,,1.409205104,10,medical devices,5.704602552
medical jobs,38.96,-77.38,united states,,1.409205104,10,medical devices,5.704602552
fudakang industrial llc,40.31,-74.61,united states,,1.409205104,10,medical devices,5.704602552
whale imaging,42.37,-71.23,united states,,1.409205104,10,medical devices,5.704602552
advancing eyecare,30.33,-81.65,united states,,1.409205104,10,medical devices,5.704602552
freedom ophthalmic pvt ltd,12.71,77.81,india,,5.617063078,1.092121717,medical devices,3.354592398
hollister medical india private limited,28.25,76.16,india,,5.617063078,1.092121717,medical devices,3.354592398
safeguard medical,41.85,-87.65,united states,,1.409205104,10,medical devices,5.704602552
medical consumables and device,34.25,108.92,china,,7.677079716,2.530220925,medical devices,5.103650321
q3 medical devices limited,53.33,-6.24,ireland,,0,0.1375573155,medical devices,0.06877865777
medequips smc,31.55,74.35,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
bmt medical technology s.r.o.,49.2,16.63,czechia,,,0.05418924552,medical devices,
owzan company,35.69,51.42,iran,,,0.141725719,medical devices,
steris s.p.a.,45.45,9.14,italy,,3.351028959,0.7669862443,medical devices,2.059007602
surestep llc,41.68,-86.25,united states,,1.409205104,10,medical devices,5.704602552
clinimed ltd,51.63,-0.76,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
carestream health india pvt. ltd.,19.07,72.88,india,,5.617063078,1.092121717,medical devices,3.354592398
synapse medical,53.39,-6.25,ireland,,0,0.1375573155,medical devices,0.06877865777
"devicor medical products, inc.",39.12,-84.51,united states,,1.409205104,10,medical devices,5.704602552
corus dental,41.39,2.17,spain,,3.317899351,0.6252605252,medical devices,1.971579938
welland medical ltd,51.11,-0.18,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
alliance orthotics prosthetics,43.04,-76.14,united states,,1.409205104,10,medical devices,5.704602552
"biomedrx, inc.",34.07,-118.39,united states,,1.409205104,10,medical devices,5.704602552
polypharma sarl,4.05,9.7,cameroon,,8.981015246,0.004168403501,medical devices,4.492591825
djo france sas,43.46,-1.41,france,,2.92504587,0.5627344727,medical devices,1.743890172
emmymed,47.85,9.88,germany,,2.830650556,0.9170487703,medical devices,1.873849663
ortek comercio de instrumentos ortopedicos e cirurgicos,-20.31,-40.35,brazil,,4.538669294,1.033764068,medical devices,2.786216681
amcor flexibles brasil,-23.47,-46.66,brazil,,4.538669294,1.033764068,medical devices,2.786216681
ilifemedica,28.6,77.2,india,,5.617063078,1.092121717,medical devices,3.354592398
"capsa solutions, llc",45.52,-122.67,united states,,1.409205104,10,medical devices,5.704602552
bestsmile,47.5,8.72,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
avericum,27.97,-15.41,spain,,3.317899351,0.6252605252,medical devices,1.971579938
aat alber antriebstechnik gmbh,48.21,9.02,germany,,2.830650556,0.9170487703,medical devices,1.873849663
atw companies,41.7,-71.41,united states,,1.409205104,10,medical devices,5.704602552
aga medical,45.01,-93.45,united states,,1.409205104,10,medical devices,5.704602552
vsk medical limited,29.56,106.55,china,,7.677079716,2.530220925,medical devices,5.103650321
apollo endosurgery,30.26,-97.74,united states,,1.409205104,10,medical devices,5.704602552
"yafho bio-technology co., ltd",23.11,113.25,china,,7.677079716,2.530220925,medical devices,5.103650321
melag medizintechnik ohg,52.51,13.4,germany,,2.830650556,0.9170487703,medical devices,1.873849663
pentax medical americas,41.05,-74.04,united states,,1.409205104,10,medical devices,5.704602552
pelton & crane,35.22,-80.84,united states,,1.409205104,10,medical devices,5.704602552
acclarent,33.66,-117.82,united states,,1.409205104,10,medical devices,5.704602552
biotrap #trapfearstayclear,17.38,78.45,india,,5.617063078,1.092121717,medical devices,3.354592398
